held_clone_index,bath_order,lag_frames,correlation_component,observed_correlation,simulated_correlation,simulated_marginal_covariance,thermodynamic_claim_allowed
1.0,16.0,67.0,pu,0.0006067621794678461,-0.01268445480174614,0.03175735557415215,0.0
1.0,16.0,67.0,pp,-0.0011526897830623608,-0.08848482028242338,0.9891035419150841,0.0
1.0,16.0,68.0,uu,0.21913283369030953,0.10355343448965947,1.1540691125451537,0.0
1.0,16.0,68.0,up,0.00010206123889566039,-0.027420330090356385,0.018391869481356824,0.0
1.0,16.0,68.0,pu,0.0007732796093692458,0.001722423683624872,0.018391869481356824,0.0
1.0,16.0,68.0,pp,-0.0009548657195903416,-0.08828412608917455,0.9767908572712802,0.0
1.0,16.0,69.0,uu,0.21926671110089543,0.10536299132811298,1.1577191182831714,0.0
1.0,16.0,69.0,up,-0.00011494617273448005,-0.04193424793635285,0.0019483785909649237,0.0
1.0,16.0,69.0,pu,0.0009294618493306948,0.017134844308245363,0.0019483785909649237,0.0
1.0,16.0,69.0,pp,-0.0010845954604904058,-0.07395633312708642,0.9658980772671265,0.0
1.0,16.0,70.0,uu,0.21943996594015094,0.10894457496364035,1.1559020830290907,0.0
1.0,16.0,70.0,up,-0.0003906772168524167,-0.05392501498699128,-0.009885377878007808,0.0
1.0,16.0,70.0,pu,0.0011198585120993638,0.021576908549420334,-0.009885377878007808,0.0
1.0,16.0,70.0,pp,-0.0013733502392871985,-0.060097640355559576,0.9741605268280599,0.0
1.0,16.0,71.0,uu,0.21966547753395324,0.11299864678155222,1.1519935411870823,0.0
1.0,16.0,71.0,up,-0.0007295329447710363,-0.06320074168107999,-0.010226890694174788,0.0
1.0,16.0,71.0,pu,0.0013845029432799666,0.021717379738233088,-0.010226890694174788,0.0
1.0,16.0,71.0,pp,-0.0016542079846134014,-0.04308980697789454,0.9718707510057114,0.0
1.0,16.0,72.0,uu,0.21995474658979594,0.11631656878380939,1.1472284967124955,0.0
